accuracy,balanced_accuracy,cost_weight,count,cvar_alpha,cvar_weight,damage_weight,engage_count,engage_recall,false_noop_rate,high_threat_leak_weight,noop_count,noop_recall,selection_score,wasteful_engage_rate
0.5714285714285714,0.7391304347826086,0.5,28,0.25,0.25,30.0,5,1.0,0.0,10.0,23,0.4782608695652174,0.7391304347826086,0.5217391304347826
0.5357142857142857,0.717391304347826,0.5,28,0.25,0.5,30.0,5,1.0,0.0,10.0,23,0.43478260869565216,0.717391304347826,0.5652173913043478
0.5714285714285714,0.7391304347826086,0.5,28,0.25,0.0,30.0,5,1.0,0.0,20.0,23,0.4782608695652174,0.7391304347826086,0.5217391304347826
0.5357142857142857,0.717391304347826,0.5,28,0.25,0.25,30.0,5,1.0,0.0,20.0,23,0.43478260869565216,0.717391304347826,0.5652173913043478
0.5357142857142857,0.717391304347826,0.5,28,0.25,0.5,30.0,5,1.0,0.0,20.0,23,0.43478260869565216,0.717391304347826,0.5652173913043478
0.5714285714285714,0.7391304347826086,0.5,28,0.25,0.0,40.0,5,1.0,0.0,0.0,23,0.4782608695652174,0.7391304347826086,0.5217391304347826
0.5714285714285714,0.7391304347826086,0.5,28,0.25,0.25,40.0,5,1.0,0.0,0.0,23,0.4782608695652174,0.7391304347826086,0.5217391304347826
0.5714285714285714,0.7391304347826086,0.5,28,0.25,0.5,40.0,5,1.0,0.0,0.0,23,0.4782608695652174,0.7391304347826086,0.5217391304347826
0.5714285714285714,0.7391304347826086,0.5,28,0.25,0.0,40.0,5,1.0,0.0,10.0,23,0.4782608695652174,0.7391304347826086,0.5217391304347826
0.5714285714285714,0.7391304347826086,0.5,28,0.25,0.25,40.0,5,1.0,0.0,10.0,23,0.4782608695652174,0.7391304347826086,0.5217391304347826
0.5357142857142857,0.717391304347826,0.5,28,0.25,0.5,40.0,5,1.0,0.0,10.0,23,0.43478260869565216,0.717391304347826,0.5652173913043478
0.5714285714285714,0.7391304347826086,0.5,28,0.25,0.0,40.0,5,1.0,0.0,20.0,23,0.4782608695652174,0.7391304347826086,0.5217391304347826
0.5357142857142857,0.717391304347826,0.5,28,0.25,0.25,40.0,5,1.0,0.0,20.0,23,0.43478260869565216,0.717391304347826,0.5652173913043478
0.5357142857142857,0.717391304347826,0.5,28,0.25,0.5,40.0,5,1.0,0.0,20.0,23,0.43478260869565216,0.717391304347826,0.5652173913043478
0.6071428571428571,0.7608695652173914,1.0,28,0.25,0.0,20.0,5,1.0,0.0,0.0,23,0.5217391304347826,0.7608695652173914,0.4782608695652174
0.6071428571428571,0.7608695652173914,1.0,28,0.25,0.25,20.0,5,1.0,0.0,0.0,23,0.5217391304347826,0.7608695652173914,0.4782608695652174
0.6428571428571429,0.7826086956521738,1.0,28,0.25,0.5,20.0,5,1.0,0.0,0.0,23,0.5652173913043478,0.7826086956521738,0.43478260869565216
0.6071428571428571,0.7608695652173914,1.0,28,0.25,0.0,20.0,5,1.0,0.0,10.0,23,0.5217391304347826,0.7608695652173914,0.4782608695652174
0.6071428571428571,0.7608695652173914,1.0,28,0.25,0.25,20.0,5,1.0,0.0,10.0,23,0.5217391304347826,0.7608695652173914,0.4782608695652174
