branch_gradient_cosine,engage_probability,engagement_gradient_norm,engagement_log_prob,episode_index,eval_scenario,joint_advantage,method,resource_type,return,reward,selected_action,selected_engage,selected_target,step_index,target_gradient_norm,target_log_prob,target_probability,td_error,train_seed,unit_index,value,value_bias
nan,0.25751015543937683,23.106166169482947,-0.29774612188339233,0,medium,17.480265052557613,factorized_engagement_ar_ppo_order_012,missile,-15.043801872491217,-0.1,5,0,,8,0.0,0.0,nan,-0.14901878356933906,8,0,-32.52406692504883,-17.480265052557613
nan,0.0,0.0,0.0,0,medium,17.480265052557613,factorized_engagement_ar_ppo_order_012,missile,-15.043801872491217,-0.1,5,0,,8,0.0,0.0,nan,-0.14901878356933906,8,1,-32.52406692504883,-17.480265052557613
nan,0.24874262511730194,23.365148977506095,-0.28600698709487915,0,medium,17.480265052557613,factorized_engagement_ar_ppo_order_012,laser,-15.043801872491217,-0.1,5,0,,8,0.0,0.0,nan,-0.14901878356933906,8,2,-32.52406692504883,-17.480265052557613
nan,0.2589268684387207,23.81350662185746,-0.2996559739112854,0,medium,17.989065138905048,factorized_engagement_ar_ppo_order_012,missile,-15.248777420909406,-0.1,5,0,,9,0.0,0.0,nan,-0.17549186706543196,8,0,-33.23784255981445,-17.989065138905048
nan,0.0,0.0,0.0,0,medium,17.989065138905048,factorized_engagement_ar_ppo_order_012,missile,-15.248777420909406,-0.1,5,0,,9,0.0,0.0,nan,-0.17549186706543196,8,1,-33.23784255981445,-17.989065138905048
nan,0.2501581311225891,24.09274588062207,-0.2878929376602173,0,medium,17.989065138905048,factorized_engagement_ar_ppo_order_012,laser,-15.248777420909406,-0.1,5,0,,9,0.0,0.0,nan,-0.17549186706543196,8,2,-33.23784255981445,-17.989065138905048
nan,0.26044172048568726,nan,-0.30170220136642456,0,medium,18.535262250990282,factorized_engagement_ar_ppo_order_012,missile,-15.457936143785108,-0.6,5,0,,10,nan,0.0,nan,-1.9095385742187503,8,0,-33.99319839477539,-18.535262250990282
nan,0.0,nan,0.0,0,medium,18.535262250990282,factorized_engagement_ar_ppo_order_012,missile,-15.457936143785108,-0.6,5,0,,10,nan,0.0,nan,-1.9095385742187503,8,1,-33.99319839477539,-18.535262250990282
nan,0.25166723132133484,nan,-1.3796476125717163,0,medium,18.535262250990282,factorized_engagement_ar_ppo_order_012,laser,-15.457936143785108,-0.6,1,1,1,10,nan,0.0,1.0,-1.9095385742187503,8,2,-33.99319839477539,-18.535262250990282
nan,0.26199713349342346,nan,-0.3038075268268585,0,medium,20.86204165837656,factorized_engagement_ar_ppo_order_012,missile,-15.161159330392968,-0.6,5,0,,11,nan,0.0,nan,-1.9083039093017575,8,0,-36.02320098876953,-20.86204165837656
nan,0.0,nan,0.0,0,medium,20.86204165837656,factorized_engagement_ar_ppo_order_012,missile,-15.161159330392968,-0.6,5,0,,11,nan,0.0,nan,-1.9083039093017575,8,1,-36.02320098876953,-20.86204165837656
nan,0.2537868022918701,nan,-1.3712607622146606,0,medium,20.86204165837656,factorized_engagement_ar_ppo_order_012,laser,-15.161159330392968,-0.6,4,1,4,11,nan,-1.0320091247558594,0.35629042983055115,-1.9083039093017575,8,2,-36.02320098876953,-20.86204165837656
nan,0.2636444866657257,nan,-0.3060421943664551,0,medium,23.23504649763094,factorized_engagement_ar_ppo_order_012,missile,-14.858325847339763,-0.1,5,0,,12,nan,0.0,nan,-0.12274116516113054,8,0,-38.0933723449707,-23.23504649763094
nan,0.0,nan,0.0,0,medium,23.23504649763094,factorized_engagement_ar_ppo_order_012,missile,-14.858325847339763,-0.1,5,0,,12,nan,0.0,nan,-0.12274116516113054,8,1,-38.0933723449707,-23.23504649763094
nan,0.2555885910987854,nan,-0.2951614260673523,0,medium,23.23504649763094,factorized_engagement_ar_ppo_order_012,laser,-14.858325847339763,-0.1,5,0,,12,nan,0.0,nan,-0.12274116516113054,8,2,-38.0933723449707,-23.23504649763094
nan,0.2704593539237976,nan,-0.31534019112586975,0,medium,23.834477206930686,factorized_engagement_ar_ppo_order_012,missile,-15.059516170754861,-0.1,5,0,,13,nan,0.0,nan,-0.1137345123291027,8,0,-38.89399337768555,-23.834477206930686
nan,0.0,nan,0.0,0,medium,23.834477206930686,factorized_engagement_ar_ppo_order_012,missile,-15.059516170754861,-0.1,5,0,,13,nan,0.0,nan,-0.1137345123291027,8,1,-38.89399337768555,-23.834477206930686
nan,0.2572753429412842,nan,-0.2974298894405365,0,medium,23.834477206930686,factorized_engagement_ar_ppo_order_012,laser,-15.059516170754861,-0.1,5,0,,13,nan,0.0,nan,-0.1137345123291027,8,2,-38.89399337768555,-23.834477206930686
nan,0.27226901054382324,nan,-0.3178238272666931,0,medium,24.43695073393856,factorized_engagement_ar_ppo_order_012,missile,-15.264812419137614,-0.1,5,0,,14,nan,0.0,nan,-0.10465591430664034,8,0,-39.70176315307617,-24.43695073393856
nan,0.0,nan,0.0,0,medium,24.43695073393856,factorized_engagement_ar_ppo_order_012,missile,-15.264812419137614,-0.1,5,0,,14,nan,0.0,nan,-0.10465591430664034,8,1,-39.70176315307617,-24.43695073393856
nan,0.2590200901031494,nan,-0.29978176951408386,0,medium,24.43695073393856,factorized_engagement_ar_ppo_order_012,laser,-15.264812419137614,-0.1,5,0,,14,nan,0.0,nan,-0.10465591430664034,8,2,-39.70176315307617,-24.43695073393856
nan,0.27414000034332275,nan,-0.32039812207221985,0,medium,25.042455763515505,factorized_engagement_ar_ppo_order_012,missile,-15.474298386875118,-0.1,5,0,,15,nan,0.0,nan,-0.09546653747558764,8,0,-40.516754150390625,-25.042455763515505
nan,0.0,nan,0.0,0,medium,25.042455763515505,factorized_engagement_ar_ppo_order_012,missile,-15.474298386875118,-0.1,5,0,,15,nan,0.0,nan,-0.09546653747558764,8,1,-40.516754150390625,-25.042455763515505
nan,0.260823130607605,nan,-0.3022180497646332,0,medium,25.042455763515505,factorized_engagement_ar_ppo_order_012,laser,-15.474298386875118,-0.1,5,0,,15,nan,0.0,nan,-0.09546653747558764,8,2,-40.516754150390625,-25.042455763515505
nan,0.27607282996177673,nan,-0.32306453585624695,0,medium,25.6509411234603,factorized_engagement_ar_ppo_order_012,missile,-15.688059578443998,-0.1,5,0,,16,nan,0.0,nan,-0.08605728149414205,8,0,-41.3390007019043,-25.6509411234603
nan,0.0,nan,0.0,0,medium,25.6509411234603,factorized_engagement_ar_ppo_order_012,missile,-15.688059578443998,-0.1,5,0,,16,nan,0.0,nan,-0.08605728149414205,8,1,-41.3390007019043,-25.6509411234603
nan,0.26268479228019714,nan,-0.3047398328781128,0,medium,25.6509411234603,factorized_engagement_ar_ppo_order_012,laser,-15.688059578443998,-0.1,5,0,,16,nan,0.0,nan,-0.08605728149414205,8,2,-41.3390007019043,-25.6509411234603
nan,0.2741064429283142,nan,-1.294238805770874,0,medium,26.262243270361672,factorized_engagement_ar_ppo_order_012,missile,-15.906183243310203,-2.1,4,1,4,17,nan,-1.6135399341583252,0.19918127357959747,-0.4920681762695338,8,0,-42.168426513671875,-26.262243270361672
nan,0.0,nan,0.0,0,medium,26.262243270361672,factorized_engagement_ar_ppo_order_012,missile,-15.906183243310203,-2.1,5,0,,17,nan,0.0,nan,-0.4920681762695338,8,1,-42.168426513671875,-26.262243270361672
nan,0.2646051347255707,nan,-0.30734774470329285,0,medium,26.262243270361672,factorized_engagement_ar_ppo_order_012,laser,-15.906183243310203,-2.1,5,0,,17,nan,0.0,nan,-0.4920681762695338,8,2,-42.168426513671875,-26.262243270361672
nan,0.0,nan,0.0,0,medium,27.3003178026849,factorized_engagement_ar_ppo_order_012,missile,-14.087942085010411,-0.1,5,0,,18,nan,0.0,nan,-0.2465038299560547,8,0,-41.38825988769531,-27.3003178026849
nan,0.0,nan,0.0,0,medium,27.3003178026849,factorized_engagement_ar_ppo_order_012,missile,-14.087942085010411,-0.1,5,0,,18,nan,0.0,nan,-0.2465038299560547,8,1,-41.38825988769531,-27.3003178026849
nan,0.2691025733947754,nan,-0.3134821355342865,0,medium,27.3003178026849,factorized_engagement_ar_ppo_order_012,laser,-14.087942085010411,-0.1,5,0,,18,nan,0.0,nan,-0.2465038299560547,8,2,-41.38825988769531,-27.3003178026849
nan,0.2789981961250305,nan,-0.32711362838745117,0,medium,28.109001665960157,factorized_engagement_ar_ppo_order_012,missile,-14.27341029082695,-0.1,5,0,,19,nan,0.0,nan,-0.08688301086425554,8,0,-42.38241195678711,-28.109001665960157
nan,0.0,nan,0.0,0,medium,28.109001665960157,factorized_engagement_ar_ppo_order_012,missile,-14.27341029082695,-0.1,5,0,,19,nan,0.0,nan,-0.08688301086425554,8,1,-42.38241195678711,-28.109001665960157
nan,0.26890045404434204,nan,-0.31320565938949585,0,medium,28.109001665960157,factorized_engagement_ar_ppo_order_012,laser,-14.27341029082695,-0.1,5,0,,19,nan,0.0,nan,-0.08688301086425554,8,2,-42.38241195678711,-28.109001665960157
nan,0.28108835220336914,nan,-1.269086241722107,0,medium,28.771310894718795,factorized_engagement_ar_ppo_order_012,missile,-14.462663562068316,-2.1,1,1,1,20,nan,-1.0483146905899048,0.3505280017852783,-0.6235569763183619,8,0,-43.23397445678711,-28.771310894718795
nan,0.0,nan,0.0,0,medium,28.771310894718795,factorized_engagement_ar_ppo_order_012,missile,-14.462663562068316,-2.1,5,0,,20,nan,0.0,nan,-0.6235569763183619,8,1,-43.23397445678711,-28.771310894718795
nan,0.27100393176078796,nan,-0.3160869777202606,0,medium,28.771310894718795,factorized_engagement_ar_ppo_order_012,laser,-14.462663562068316,-2.1,5,0,,20,nan,0.0,nan,-0.6235569763183619,8,2,-43.23397445678711,-28.771310894718795
nan,0.0,nan,0.0,0,medium,29.99476313371138,factorized_engagement_ar_ppo_order_012,missile,-12.614962818437059,-0.1,5,0,,21,nan,0.0,nan,-1.0840680694580058,8,0,-42.60972595214844,-29.99476313371138
nan,0.0,nan,0.0,0,medium,29.99476313371138,factorized_engagement_ar_ppo_order_012,missile,-12.614962818437059,-0.1,5,0,,21,nan,0.0,nan,-1.0840680694580058,8,1,-42.60972595214844,-29.99476313371138
nan,0.28188565373420715,nan,-0.3311264216899872,0,medium,29.99476313371138,factorized_engagement_ar_ppo_order_012,laser,-12.614962818437059,-0.1,5,0,,21,nan,0.0,nan,-1.0840680694580058,8,2,-42.60972595214844,-29.99476313371138
nan,0.0,nan,0.0,0,medium,31.713093064458555,factorized_engagement_ar_ppo_order_012,missile,-12.77037022289496,-0.1,5,0,,22,nan,0.0,nan,-0.15284202575683992,8,0,-44.483463287353516,-31.713093064458555
nan,0.0,nan,0.0,0,medium,31.713093064458555,factorized_engagement_ar_ppo_order_012,missile,-12.77037022289496,-0.1,5,0,,22,nan,0.0,nan,-0.15284202575683992,8,1,-44.483463287353516,-31.713093064458555
nan,0.28815221786499023,nan,-0.3398911654949188,0,medium,31.713093064458555,factorized_engagement_ar_ppo_order_012,laser,-12.77037022289496,-0.1,5,0,,22,nan,0.0,nan,-0.15284202575683992,8,2,-44.483463287353516,-31.713093064458555
nan,0.0,nan,0.0,0,medium,32.51626029613816,factorized_engagement_ar_ppo_order_012,missile,-12.928949207035673,-0.1,5,0,,23,nan,0.0,nan,-0.14058296203613452,8,0,-45.44520950317383,-32.51626029613816
nan,0.0,nan,0.0,0,medium,32.51626029613816,factorized_engagement_ar_ppo_order_012,missile,-12.928949207035673,-0.1,5,0,,23,nan,0.0,nan,-0.14058296203613452,8,1,-45.44520950317383,-32.51626029613816
nan,0.2906349301338196,nan,-0.3433849811553955,0,medium,32.51626029613816,factorized_engagement_ar_ppo_order_012,laser,-12.928949207035673,-0.1,5,0,,23,nan,0.0,nan,-0.14058296203613452,8,2,-45.44520950317383,-32.51626029613816
nan,0.0,nan,0.0,0,medium,33.32330944711662,factorized_engagement_ar_ppo_order_012,missile,-13.090764496975178,-0.1,5,0,,24,nan,0.0,nan,-0.1251758575439439,8,0,-46.4140739440918,-33.32330944711662
nan,0.0,nan,0.0,0,medium,33.32330944711662,factorized_engagement_ar_ppo_order_012,missile,-13.090764496975178,-0.1,5,0,,24,nan,0.0,nan,-0.1251758575439439,8,1,-46.4140739440918,-33.32330944711662
nan,0.29317474365234375,nan,-0.3469718098640442,0,medium,33.32330944711662,factorized_engagement_ar_ppo_order_012,laser,-13.090764496975178,-0.1,5,0,,24,nan,0.0,nan,-0.1251758575439439,8,2,-46.4140739440918,-33.32330944711662
nan,0.0,nan,0.0,0,medium,34.13110745373527,factorized_engagement_ar_ppo_order_012,missile,-13.25588213977059,-0.6,5,0,,25,nan,0.0,nan,-2.0593358612060584,8,0,-47.38698959350586,-34.13110745373527
nan,0.0,nan,0.0,0,medium,34.13110745373527,factorized_engagement_ar_ppo_order_012,missile,-13.25588213977059,-0.6,5,0,,25,nan,0.0,nan,-2.0593358612060584,8,1,-47.38698959350586,-34.13110745373527
nan,0.2908526062965393,nan,-1.234938621520996,0,medium,34.13110745373527,factorized_engagement_ar_ppo_order_012,laser,-13.25588213977059,-0.6,0,1,0,25,nan,-1.4687353372573853,0.23021644353866577,-2.0593358612060584,8,2,-47.38698959350586,-34.13110745373527
nan,0.0,nan,0.0,0,medium,36.92902379075645,factorized_engagement_ar_ppo_order_012,missile,-12.9141654487455,-0.1,5,0,,26,nan,0.0,nan,-0.03591644287109119,8,0,-49.84318923950195,-36.92902379075645
nan,0.0,nan,0.0,0,medium,36.92902379075645,factorized_engagement_ar_ppo_order_012,missile,-12.9141654487455,-0.1,5,0,,26,nan,0.0,nan,-0.03591644287109119,8,1,-49.84318923950195,-36.92902379075645
nan,0.29387155175209045,nan,-0.3479580879211426,0,medium,36.92902379075645,factorized_engagement_ar_ppo_order_012,laser,-12.9141654487455,-0.1,5,0,,26,nan,0.0,nan,-0.03591644287109119,8,2,-49.84318923950195,-36.92902379075645
nan,0.0,nan,0.0,0,medium,37.7193267690077,factorized_engagement_ar_ppo_order_012,missile,-13.075679029332143,-0.1,5,0,,27,nan,0.0,nan,-0.0005582427978509941,8,0,-50.795005798339844,-37.7193267690077
nan,0.0,nan,0.0,0,medium,37.7193267690077,factorized_engagement_ar_ppo_order_012,missile,-13.075679029332143,-0.1,5,0,,27,nan,0.0,nan,-0.0005582427978509941,8,1,-50.795005798339844,-37.7193267690077
nan,0.2965029180049896,nan,-0.3516916036605835,0,medium,37.7193267690077,factorized_engagement_ar_ppo_order_012,laser,-13.075679029332143,-0.1,5,0,,27,nan,0.0,nan,-0.0005582427978509941,8,2,-50.795005798339844,-37.7193267690077
nan,0.0,nan,0.0,0,medium,38.489678583475055,factorized_engagement_ar_ppo_order_012,missile,-13.240488805440963,-20.937551536381026,5,0,,28,nan,0.0,nan,5.485834770381672,8,0,-51.730167388916016,-38.489678583475055
nan,0.0,nan,0.0,0,medium,38.489678583475055,factorized_engagement_ar_ppo_order_012,missile,-13.240488805440963,-20.937551536381026,5,0,,28,nan,0.0,nan,5.485834770381672,8,1,-51.730167388916016,-38.489678583475055
nan,0.2991880774497986,nan,-0.355515718460083,0,medium,38.489678583475055,factorized_engagement_ar_ppo_order_012,laser,-13.240488805440963,-20.937551536381026,5,0,,28,nan,0.0,nan,5.485834770381672,8,2,-51.730167388916016,-38.489678583475055
nan,0.0,nan,0.0,0,medium,33.67739164601366,factorized_engagement_ar_ppo_order_012,missile,7.854145643816391,-0.1,5,0,,29,nan,0.0,nan,-0.2377145385742203,8,0,-25.823246002197266,-33.67739164601366
nan,0.0,nan,0.0,0,medium,33.67739164601366,factorized_engagement_ar_ppo_order_012,missile,7.854145643816391,-0.1,5,0,,29,nan,0.0,nan,-0.2377145385742203,8,1,-25.823246002197266,-33.67739164601366
nan,0.2912330627441406,nan,-0.3442285358905792,0,medium,33.67739164601366,factorized_engagement_ar_ppo_order_012,laser,7.854145643816391,-0.1,5,0,,29,nan,0.0,nan,-0.2377145385742203,8,2,-25.823246002197266,-33.67739164601366
nan,0.0,nan,0.0,0,medium,34.60725120876314,factorized_engagement_ar_ppo_order_012,missile,8.11647514675142,-0.1,5,0,,30,nan,0.0,nan,-0.23670440673828352,8,0,-26.49077606201172,-34.60725120876314
nan,0.0,nan,0.0,0,medium,34.60725120876314,factorized_engagement_ar_ppo_order_012,missile,8.11647514675142,-0.1,5,0,,30,nan,0.0,nan,-0.23670440673828352,8,1,-26.49077606201172,-34.60725120876314
nan,0.29389816522598267,nan,-0.3479958176612854,0,medium,34.60725120876314,factorized_engagement_ar_ppo_order_012,laser,8.11647514675142,-0.1,5,0,,30,nan,0.0,nan,-0.23670440673828352,8,2,-26.49077606201172,-34.60725120876314
nan,0.0,nan,0.0,0,medium,35.55505675051165,factorized_engagement_ar_ppo_order_012,missile,8.384158313011651,-0.1,5,0,,31,nan,0.0,nan,-0.2359938430786137,8,0,-27.1708984375,-35.55505675051165
nan,0.0,nan,0.0,0,medium,35.55505675051165,factorized_engagement_ar_ppo_order_012,missile,8.384158313011651,-0.1,5,0,,31,nan,0.0,nan,-0.2359938430786137,8,1,-27.1708984375,-35.55505675051165
nan,0.2966194450855255,nan,-0.35185715556144714,0,medium,35.55505675051165,factorized_engagement_ar_ppo_order_012,laser,8.384158313011651,-0.1,5,0,,31,nan,0.0,nan,-0.2359938430786137,8,2,-27.1708984375,-35.55505675051165
nan,0.0,nan,0.0,0,medium,36.52148019754109,factorized_engagement_ar_ppo_order_012,missile,8.657304401032297,-0.1,5,0,,32,nan,0.0,nan,-0.23546691894531335,8,0,-27.86417579650879,-36.52148019754109
nan,0.0,nan,0.0,0,medium,36.52148019754109,factorized_engagement_ar_ppo_order_012,missile,8.657304401032297,-0.1,5,0,,32,nan,0.0,nan,-0.23546691894531335,8,1,-27.86417579650879,-36.52148019754109
nan,0.29939496517181396,nan,-0.3558109700679779,0,medium,36.52148019754109,factorized_engagement_ar_ppo_order_012,laser,8.657304401032297,-0.1,5,0,,32,nan,0.0,nan,-0.23546691894531335,8,2,-27.86417579650879,-36.52148019754109
nan,0.0,nan,0.0,0,medium,37.50708889437388,factorized_engagement_ar_ppo_order_012,missile,8.936024899012548,-0.1,5,0,,33,nan,0.0,nan,-0.2349238586425777,8,0,-28.571063995361328,-37.50708889437388
nan,0.0,nan,0.0,0,medium,37.50708889437388,factorized_engagement_ar_ppo_order_012,missile,8.936024899012548,-0.1,5,0,,33,nan,0.0,nan,-0.2349238586425777,8,1,-28.571063995361328,-37.50708889437388
nan,0.3022226095199585,nan,-0.35985514521598816,0,medium,37.50708889437388,factorized_engagement_ar_ppo_order_012,laser,8.936024899012548,-0.1,5,0,,33,nan,0.0,nan,-0.2349238586425777,8,2,-28.571063995361328,-37.50708889437388
nan,0.0,nan,0.0,0,medium,38.51225791124128,factorized_engagement_ar_ppo_order_012,missile,9.220433570420967,-0.1,5,0,,34,nan,0.0,nan,-0.23415756225585938,8,0,-29.291824340820312,-38.51225791124128
nan,0.0,nan,0.0,0,medium,38.51225791124128,factorized_engagement_ar_ppo_order_012,missile,9.220433570420967,-0.1,5,0,,34,nan,0.0,nan,-0.23415756225585938,8,1,-29.291824340820312,-38.51225791124128
nan,0.30509984493255615,nan,-0.36398711800575256,0,medium,38.51225791124128,factorized_engagement_ar_ppo_order_012,laser,9.220433570420967,-0.1,5,0,,34,nan,0.0,nan,-0.23415756225585938,8,2,-29.291824340820312,-38.51225791124128
nan,0.0,nan,0.0,0,medium,39.53715864642565,factorized_engagement_ar_ppo_order_012,missile,9.510646500429559,3.850919392807494,5,0,,35,nan,0.0,nan,12.012005856735719,8,0,-30.026512145996094,-39.53715864642565
nan,0.0,nan,0.0,0,medium,39.53715864642565,factorized_engagement_ar_ppo_order_012,missile,9.510646500429559,3.850919392807494,5,0,,35,nan,0.0,nan,12.012005856735719,8,1,-30.026512145996094,-39.53715864642565
nan,0.3080243468284607,nan,-1.1775764226913452,0,medium,39.53715864642565,factorized_engagement_ar_ppo_order_012,laser,9.510646500429559,3.850919392807494,1,1,1,35,nan,-0.9068311452865601,0.4038017988204956,12.012005856735719,8,2,-30.026512145996094,-39.53715864642565
nan,0.0,nan,0.0,0,medium,28.086890601724427,factorized_engagement_ar_ppo_order_012,missile,5.775231742471496,3.46735402829538,5,0,,36,nan,0.0,nan,12.451642434667452,8,0,-22.31165885925293,-28.086890601724427
nan,0.0,nan,0.0,0,medium,28.086890601724427,factorized_engagement_ar_ppo_order_012,missile,5.775231742471496,3.46735402829538,5,0,,36,nan,0.0,nan,12.451642434667452,8,1,-22.31165885925293,-28.086890601724427
nan,0.31067702174186707,nan,-1.1690014600753784,0,medium,28.086890601724427,factorized_engagement_ar_ppo_order_012,laser,5.775231742471496,3.46735402829538,4,1,4,36,nan,-0.7180016040802002,0.4877259433269501,12.451642434667452,8,2,-22.31165885925293,-28.086890601724427
nan,0.0,nan,0.0,0,medium,15.954334864343853,factorized_engagement_ar_ppo_order_012,missile,2.3549772593633835,-0.6,5,0,,37,nan,0.0,nan,-1.5157073211669907,8,0,-13.599357604980469,-15.954334864343853
nan,0.0,nan,0.0,0,medium,15.954334864343853,factorized_engagement_ar_ppo_order_012,missile,2.3549772593633835,-0.6,5,0,,37,nan,0.0,nan,-1.5157073211669907,8,1,-13.599357604980469,-15.954334864343853
nan,0.30670401453971863,nan,-1.1818721294403076,0,medium,15.954334864343853,factorized_engagement_ar_ppo_order_012,laser,2.3549772593633835,-0.6,0,1,0,37,nan,0.0,1.0,-1.5157073211669907,8,2,-13.599357604980469,-15.954334864343853
